content,date,location,like_count,source,total_media_shared,retweet_count,month_year,clearcontent
"On the prospects of China’s novel #coronavirus spreading to Australia &amp; the need for international collaboration  
https://t.co/X7vWITcb6M
@newscomauHQ @Sydney_Uni @Usyd_ssps #auspol",2020-01-17,"Florence, Tuscany",8,Twitter for iPhone,0,5,2020-01,on the prospects of chinas novel coronavirus spreading to australia amp the need for international collaboration newscomauhq sydneyuni usydssps auspol
"A second Chinese tourist from Wuhan city to Thailand has been found infected with #coronavirus. Meanwhile, the first Chinese female tourist from Wuhan, who was earlier found infected with the new virus, has already recovered. https://t.co/5AlIweUU7g",2020-01-17,Beijing,2,TweetDeck,0,4,2020-01,a second chinese tourist from wuhan city to thailand has been found infected with coronavirus meanwhile the first chinese female tourist from wuhan who was earlier found infected with the new virus has already recovered
"Novel #coronavirus outbreak in #China: Travel Advisory to travelers visiting China.

@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @NITIAayog @MoCA_GoI @MEAIndia https://t.co/YE8PdmtaDl",2020-01-17,Nirman Bhawan,136,Twitter Web App,1,82,2020-01,novel coronavirus outbreak in china travel advisory to travelers visiting china pmoindia drharshvardhan ashwinikchoubey pibindia nitiaayog mocagoi meaindia
"#China says second person dies in #Wuhan pneumonia outbreak after cases detected in #Thailand, #Japan #coronavirus ⁦@reuters @WHO⁩  https://t.co/MjYbemsifS",2020-01-17,"Geneva, Switzerland",0,Twitter for iPhone,0,0,2020-01,china says second person dies in wuhan pneumonia outbreak after cases detected in thailand japan coronavirus reuters who
#Thailand seems to be the hotspot for imported cases of #coronavirus from #Wuhan as predicted for #WuhanPneumonia in #Bangkok . Congratulations @pr_moph for timely efforts and sharing information @WHO @BNITM_de,2020-01-17,"Bangkok, Thailand",5,Twitter for iPhone,0,3,2020-01,thailand seems to be the hotspot for imported cases of coronavirus from wuhan as predicted for wuhanpneumonia in bangkok congratulations prmoph for timely efforts and sharing information who bnitmde
"#NSTnation: Although Malaysia is free from the new #coronavirus that is traced to #Wuhan, #China, the authorities will pull out all the stops to prevent the #virus from spreading into the country.

https://t.co/UWjS4eJBzS

#influenzaA",2020-01-17,Malaysia,2,TweetDeck,0,2,2020-01,nstnation although malaysia is free from the new coronavirus that is traced to wuhan china the authorities will pull out all the stops to prevent the virus from spreading into the country influenzaa
"This is the second confirmed case of the new #coronavirus reported outside of #China in the past week. @NYTHealth 
https://t.co/PlZyohAgZg",2020-01-17,"New Delhi, India",0,Twitter Web App,0,0,2020-01,this is the second confirmed case of the new coronavirus reported outside of china in the past week nythealth
"A deadly outbreak of a newly identified #coronavirus in central China prompted the airline screenings, creating fears of a new international outbreak. https://t.co/AF9u22HgdZ",2020-01-18,San Francisco Bay Area,0,SocialNewsDesk,0,2,2020-01,a deadly outbreak of a newly identified coronavirus in central china prompted the airline screenings creating fears of a new international outbreak
@FT on the estimated cases in the #Coronavirus #2019nCoV outbreak https://t.co/RBe1zjSnyN https://t.co/yilj81xXVy,2020-01-18,Imperial College London,19,Twitter for iPhone,1,7,2020-01,ft on the estimated cases in the coronavirus 2019ncov outbreak
@annabelleosgoth @imperialcollege @WHO @CDCgov @CDCGlobal @ECDC_Outbreaks @PHE_uk @dr_anne_cori @IlariaDorigatti @neil_ferguson @SRileyIDD Hi! Thank you for this very relevant question! This @WHO video explains about #coronavirus #2019nCoV and ways to protect yourself: https://t.co/DQ2uwUzZP1,2020-01-18,Imperial College London,5,Twitter for iPhone,0,0,2020-01,annabelleosgoth imperialcollege who cdcgov cdcglobal ecdcoutbreaks pheuk drannecori ilariadorigatti neilferguson srileyidd hi thank you for this very relevant question this who video explains about coronavirus 2019ncov and ways to protect yourself
The latest Emergency Management Times! https://t.co/2XSNLRHLBb Thanks to @tamer_hadi @NCAgriculture @Ludo617 #datastrategy #coronavirus,2020-01-18,"Washington, DC",2,Paper.li,0,0,2020-01,the latest emergency management times thanks to tamerhadi ncagriculture ludo617 datastrategy coronavirus
"⚠️More than 100 @CDCgov staffers are being deployed to 3 US airports to screen passengers from Wuhan #China for ""2019 Novel #Coronavirus"" (SARS family).

Only once since 1996 has CDC performed routine passenger health screening: during the 2014 #Ebola outbreak.

@MelissaJPeltier",2020-01-18,Florida,40,Twitter Web App,0,32,2020-01,more than 100 cdcgov staffers are being deployed to 3 us airports to screen passengers from wuhan china for 2019 novel coronavirus sars family only once since 1996 has cdc performed routine passenger health screening during the 2014 ebola outbreak melissajpeltier
"US Airports to screen passengers from Wuhan, China for the Coronavirus #Coronavirus https://t.co/rB3cU0OlV4",2020-01-18,"Mumbai, India",11,PinkVilla,0,1,2020-01,us airports to screen passengers from wuhan china for the coronavirus coronavirus
"San Francisco International Airport will be among three airports where passengers from central China are screened for a new virus that has sickened dozens and killed two, prompting worries about a new international outbreak. #sfo #coronavirus https://t.co/AF9u22HgdZ",2020-01-18,San Francisco Bay Area,13,SocialNewsDesk,0,8,2020-01,san francisco international airport will be among three airports where passengers from central china are screened for a new virus that has sickened dozens and killed two prompting worries about a new international outbreak sfo coronavirus
"With cases of the deadly respiratory virus originating in Wuhan appearing in Thailand &amp; Japan, screenings of travelers from Wuhan are underway in U.S. airports. Health screenings &amp; preparedness are critical in face of this global health threat #Coronavirus https://t.co/DF5C5YWdX6",2020-01-18,Everywhere,0,Sprout Social,0,0,2020-01,with cases of the deadly respiratory virus originating in wuhan appearing in thailand amp japan screenings of travelers from wuhan are underway in us airports health screenings amp preparedness are critical in face of this global health threat coronavirus
"Working in wet markets?
Here are some tips to stay healthy:
🧼 Frequently wash your hands with soap and water after touching animals and animal products.
🧽 Disinfect equipment and working areas at least once a day.

#coronavirus https://t.co/CP40UG8mDH",2020-01-18,"Geneva, Switzerland",310,Twitter for iPhone,1,195,2020-01,working in wet markets here are some tips to stay healthy frequently wash your hands with soap and water after touching animals and animal products disinfect equipment and working areas at least once a day coronavirus
"Shopping in wet markets?
Here are tips to stay healthy
🧼 Wash hands with soap &amp; water after touching animals and animal products
🤏🏼 Avoid touching 👁👃🏼👄
❗️Avoid contact with sick animals and spoiled meat
🗑 Avoid contact with stray animals, waste &amp; fluids in market
#coronavirus https://t.co/DaPMbakD47",2020-01-18,"Geneva, Switzerland",283,Twitter for iPhone,1,230,2020-01,shopping in wet markets here are tips to stay healthy wash hands with soap amp water after touching animals and animal products avoid touching avoid contact with sick animals and spoiled meat avoid contact with stray animals waste amp fluids in market coronavirus
"#China reports new #Wuhan #coronavirus cases, raising concern globally before key holiday. #epidemic #IDTwitter #epiTwitter https://t.co/0a1DZpyAxV",2020-01-18,Kumeyaay unceded land. ,5,Twitter Web Client,0,3,2020-01,china reports new wuhan coronavirus cases raising concern globally before key holiday epidemic idtwitter epitwitter
"@StringerBella You probably remember #SARS, which was a #coronavirus....",2020-01-18,Kumeyaay unceded land. ,1,Twitter Web App,0,0,2020-01,stringerbella you probably remember sars which was a coronavirus
"""It is likely that the Wuhan outbreak of a novel coronavirus has caused substantially more cases of moderate or severe respiratory illness than currently reported."" #Coronavirus

New virus from China that killed two may be more widespread (via Sky News) https://t.co/BZMemUn67s",2020-01-18,Sussex,0,TweetDeck,0,0,2020-01,it is likely that the wuhan outbreak of a novel coronavirus has caused substantially more cases of moderate or severe respiratory illness than currently reported coronavirus new virus from china that killed two may be more widespread via sky news
"Practise #FoodSafety:
Even in areas experiencing outbreaks, 🥩🍗 meat products can be safely consumed if these items are cooked thoroughly and properly handled during food preparation.

#coronavirus https://t.co/JxS9U1IvBn",2020-01-18,"Geneva, Switzerland",268,Twitter for iPhone,1,204,2020-01,practise foodsafety even in areas experiencing outbreaks meat products can be safely consumed if these items are cooked thoroughly and properly handled during food preparation coronavirus
"All incoming passengers from #China to #ChhatrapatiShivajiMaharajInternationalAirport (#CSMIA) in #Mumbai shall be subjected to a 'thermal screening' to detect novel #coronavirus, an official said on Saturday.

Photo: IANS https://t.co/FiAeqqsP4L",2020-01-18,New Delhi,0,Twitter Web App,1,0,2020-01,all incoming passengers from china to chhatrapatishivajimaharajinternationalairport csmia in mumbai shall be subjected to a thermal screening to detect novel coronavirus an official said on saturday photo ians
Follow this thread by @ZulmaCucunuba on the current scientific events around the novel #Coronavirus #2019nCoV outbreak and the power of open science!,2020-01-18,Imperial College London,13,Twitter for iPhone,0,4,2020-01,follow this thread by zulmacucunuba on the current scientific events around the novel coronavirus 2019ncov outbreak and the power of open science
"Practise #FoodSafety:
❌Sick animals and animals that have died of diseases should not be eaten.

#coronavirus https://t.co/mF3Tage79E",2020-01-18,"Geneva, Switzerland",364,Twitter for iPhone,1,243,2020-01,practise foodsafety sick animals and animals that have died of diseases should not be eaten coronavirus
"#UPDATE The true scale of the outbreak of a mysterious SARS-like virus in China is likely to be far bigger than officially reported, scientists have warned, as countries ramp up measures to prevent the disease from spreading https://t.co/Y3WgrOBYlR #Wuhan #coronavirus https://t.co/SQNn75GqAB",2020-01-18,Around The World,168,TweetDeck,1,197,2020-01,update the true scale of the outbreak of a mysterious sarslike virus in china is likely to be far bigger than officially reported scientists have warned as countries ramp up measures to prevent the disease from spreading wuhan coronavirus
"There is a mystery deadly virus sweeping through south east Asia: could it be the next Sars?
#WuhanCluster  #WuhanPneumonia
#Wuhan #coronavirus
https://t.co/woxbAnYPI9 via @Telegraph",2020-01-18,"Brisbane, Australia",27,Twitter for Android,0,14,2020-01,there is a mystery deadly virus sweeping through south east asia could it be the next sars wuhancluster wuhanpneumonia wuhan coronavirus via telegraph
"Passengers Arriving At @JFKairport From #China To Be Screened For New #Coronavirus Strain 
https://t.co/OHl62JW3S9",2020-01-18,"New York, NY",1,TweetDeck,0,0,2020-01,passengers arriving at jfkairport from china to be screened for new coronavirus strain
"Practise #FoodSafety:
🔪Use different chopping boards &amp; knives for raw meat and cooked foods.
🧼 Wash your hands in between handling raw and cooked food.

#coronavirus https://t.co/8jxnyTM2AW",2020-01-18,"Geneva, Switzerland",337,Twitter for iPhone,1,250,2020-01,practise foodsafety use different chopping boards amp knives for raw meat and cooked foods wash your hands in between handling raw and cooked food coronavirus
